cond,couple,dataset,frames,input,maskdistill,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
m3,1.952188540599309e-06,scannetpp,1+54+87+108+111+154+200+204,probe0,0.1770094335079193,0.00042600833694450557,0.001037855981849134,0.0003636197652667761,1.945358599186875e-05,9071e139d9,theta_base
clean,3.8984606362646446e-05,scannetpp,66+72+79+110+162+188+214+226,probe1,0.00864073820412159,3.558973730832804e-06,1.3053417205810547e-05,5.174535090191057e-06,4.052120493724942e-05,9071e139d9,theta_base
m0,1.7889055925479624e-07,scannetpp,66+72+79+110+162+188+214+226,probe1,0.14907045662403107,0.00011855010961880907,8.081396663328633e-05,7.660721166757867e-06,3.9762904634699225e-05,9071e139d9,theta_base
m1,2.377862074354198e-06,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15218478441238403,0.00020965590374544263,0.0002651810646057129,0.0001557452487759292,2.9203167287050746e-05,9071e139d9,theta_base
m2,0.0003026468330062926,scannetpp,66+72+79+110+162+188+214+226,probe1,0.1505202353000641,0.0004245496529620141,0.00024937590933404863,0.00016416815924458206,8.829527359921485e-06,9071e139d9,theta_base
m3,0.0012017936678603292,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15217278897762299,0.00012234339374117553,0.0009014209499582648,0.0007314103422686458,0.00022780556173529476,9071e139d9,theta_base
clean,0.00047480594366788864,scannetpp,1+54+87+108+111+154+200+204,probe0,0.035280682146549225,0.00027698022313416004,0.0005766749382019043,0.0006696201162412763,3.708980784722371e-06,9071e139d9,theta_rel
m0,6.558228778885677e-05,scannetpp,1+54+87+108+111+154+200+204,probe0,0.17226538062095642,0.001338230213150382,0.00993723701685667,0.008764197118580341,1.795671778381802e-05,9071e139d9,theta_rel
m1,0.0009160633198916912,scannetpp,1+54+87+108+111+154+200+204,probe0,0.18817882239818573,0.0005165999173186719,0.009388050064444542,0.012486347928643227,0.0001266009930986911,9071e139d9,theta_rel
m2,0.00012894206156488508,scannetpp,1+54+87+108+111+154+200+204,probe0,0.17467975616455078,0.0006799354450777173,0.004137367010116577,0.00219772569835186,2.3741366021567956e-05,9071e139d9,theta_rel
m3,2.2553542748937616e-06,scannetpp,1+54+87+108+111+154+200+204,probe0,0.17999833822250366,0.00047580263344570994,0.000822564004920423,0.0001362944021821022,2.024856257776264e-05,9071e139d9,theta_rel
clean,2.8554868549690582e-05,scannetpp,66+72+79+110+162+188+214+226,probe1,0.008671036921441555,1.0660590305633377e-05,1.3202428817749023e-05,4.107024324184749e-06,4.243371222401038e-05,9071e139d9,theta_rel
m0,8.974838010544772e-07,scannetpp,66+72+79+110+162+188+214+226,probe1,0.1516391932964325,0.00013056083116680384,8.403261745115742e-05,5.0871290113718715e-06,3.931552782887593e-05,9071e139d9,theta_rel
m1,1.6417836832260946e-06,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15496978163719177,0.00019205379066988826,0.0002438922820147127,0.00015143901691772044,2.3613258235855028e-05,9071e139d9,theta_rel
m2,0.00030505729955621064,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15325409173965454,0.000439592229668051,0.00021839141845703125,0.00014441765961237252,5.334053184924414e-06,9071e139d9,theta_rel
m3,0.001175224781036377,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15503183007240295,0.00013793382095173,0.0009373625507578254,0.0007555254269391298,0.00023601818247698247,9071e139d9,theta_rel
