after,before,branch,component,dataset,delta,eval_where,grad_norm_preclip,scene,state,update_input
1.2537655493360944e-05,2.677016891539097e-05,base+t,rkd_sh_a,7scenes,-1.4232513422030024e-05,after_on_input,0.020095989108085632,chess,theta_base,pair5/m0
0.0002831635356415063,0.0003987485251855105,base+t,couple,7scenes,-0.0001155849895440042,after_on_input,0.020095989108085632,chess,theta_base,pair5/m0
0.00015104848716873676,0.0001961642992682755,base+t,rel_rot,7scenes,-4.5115812099538743e-05,after_on_input,0.020095989108085632,chess,theta_base,pair5/m0
2.2113323211669922e-05,3.5246215702500194e-05,base+t,rel_tdir,7scenes,-1.3132892490830272e-05,after_on_input,0.020095989108085632,chess,theta_base,pair5/m0
0.008341291919350624,0.008267353288829327,base+t,maskdistill,7scenes,7.393863052129745e-05,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
1.218089437315939e-05,9.344114005216397e-06,base+t,rkd_sh_d,7scenes,2.8367803679429926e-06,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
6.0499201936181635e-05,4.6828830818412825e-05,base+t,rkd_sh_a,7scenes,1.367037111776881e-05,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
0.00010715928510762751,0.00013766737538389862,base+t,couple,7scenes,-3.0508090276271105e-05,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
0.0002734826412051916,0.0002245780051453039,base+t,rel_rot,7scenes,4.890463605988771e-05,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
2.995133399963379e-05,2.4318695068359375e-05,base+t,rel_tdir,7scenes,5.632638931274414e-06,after_on_probe0_clean,0.020095989108085632,chess,theta_base,pair5/m0
0.11798066645860672,0.11914736032485962,base+R+t,maskdistill,7scenes,-0.0011666938662528992,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
9.048255378729664e-06,1.2764917300955858e-05,base+R+t,rkd_sh_d,7scenes,-3.7166619222261943e-06,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
1.3319528079591691e-05,2.677016891539097e-05,base+R+t,rkd_sh_a,7scenes,-1.3450640835799277e-05,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
0.00029819831252098083,0.0003987485251855105,base+R+t,couple,7scenes,-0.00010055021266452968,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
0.0001376520231133327,0.0001961642992682755,base+R+t,rel_rot,7scenes,-5.851227615494281e-05,after_on_input,0.020573964342474937,chess,theta_base,pair5/m0
